Name,Address,Location,Category,Additional Info,page,location_cleaned
Tessarin Ferdinando,S. Maria del Giglio 2474,,ARMAZIONI MARITTIME,Torroni,306,True
Socove Flli (Ditta),Venezia Riva Schiavoni 4132,LIDO,ARMAZIONI MARITTIME,"Rappresentanze, Trasporti, Fornitura mano d'Opera, Riuperi subacquei, Demelizioni navi, Ferro e Metalli, Imprese Marittime, Lavori da Palombaro, Carenaggio Navi, Deposito Esplosivi",306,False
Soc. An. Innocente Mangilli Adriatica e S.A.,S. Marco 1925-A,LIDO,ARMAZIONI MARITTIME,"Tel. 23.095; 24.427; 23-721, Casella Postale 349, Telegrammi, «Saimasped» | I.M.A.",306,False
Società Trasporti Adriatici Settentronale (STAS),S. Marco 1925-A,,ARMAZIONI MARITTIME,Torroni,306,True
Tessarin Ferdinando,S. Maria dei Giglio n. 2474,,ARMAZIONI MARITTIME,Torroni,306,True
Trasporti Tositti e C.,Giudecca 688,,ARMAZIONI MARITTIME,Torroni,306,True
Valprega e De Simoni,S. Marco fdm. della Venize 2554,,ARMAZIONI MARITTIME,Torroni,306,True
Viglienzone L. Silvio Soc. An. di Spedizioni,S. Marco fdm. della Venize 2554,,ARMAZIONI MARITTIME,S. M. del Giglio,306,True
Zacchiello Giuseppe,Piazza 27 Ottobre,MESTRE,ARMAZIONI MARITTIME,Torroni,306,False
Marangoni Gianni,S. Marco 553,,ARMAZIONI MARITTIME,tel. 22-534 (fuori orz.io) 24.938,306,True
Rizzetto Vittorio,"Via F.lli Bandiera, 12",LIDO,ARMAZIONI MARITTIME,"Autotrasporti, Spedizioni, Tel. 50-796",306,False
Tessarin Ferdinando,S. Maria del Giglio 2474,,ARMAZIONI MARITTIME,"Agenzia Marittima, Spedizioni e Trasporti",306,True
Zacchiello Giuseppe,Piazza 27 Ottobre,MESTRE,ARMAZIONI MARITTIME,"Agenzia Trasporti, Casa di Spedizioni, Trasporti Terrestri e Fluviali di qualsiasi specie, Magazzini per Deposito Merci, Trasporti Masserizie con carri speciali ed autofurgoni, Presa e Consegna merci domicilio per qualsiasi destinazione, Telefono 51-139",306,False
Bigotto Ugo,Via Duc'a Aosta 407,MESTRE,TRASPORTI POSTALI,Torroni,306,False
Ditta Bettio Elia,Via Duc'a Aosta 407,LIDO,TRASPORTI POSTALI,presso ufficio postale di Lido,306,False
S. A. Perseveranza recapito espressi,S. Marco 5547,,TRASPORTI POSTALI,telegrammi,306,True
Soccel Celette,Abbazia 3457,LIDO,TRASPORTI POSTALI,Torroni,306,False
Accomodità Trasporti acquei di G. Ravagnan e C. (A.T.A.),S. Croce 1851,,TRASPORTI SERVIZI PORTUALI,Torroni,306,True
Agenzia P. Bortoluzzi,"San Luca, 4182 a",LIDO,AGENZIA IMMOBILIARE,"AFFITTI APPARTAMENTI, compra - vendita, AMMINISTRAZIONE CASE - TERRENI",306,False
Zampironi Insettifughi,"San Luca, 4182 a",MESTRE,ZAMPIRONI INSETTIFUGHI," ""INSETTICIDI""",306,False
