Name,Address,Location,Role,Additional Info,page
"Istituto del Nastro Azzurro, Federazione Provinciale di Venezia",Piazza S. Marco - Palazzo ex Reale,,,,97
Colonnello Giovanni Lorenzon,Piazza S. Marco - Palazzo ex Reale,,Segretario,,97
Colonnello Giovanni Lorenzon,Piazza S. Marco - Palazzo ex Reale,SEZIONE DI VENEZIA,Segretario,",",97
Cav. rag. Antonio Zanchi,Piazza S. Marco - Palazzo ex Reale,SEZIONE DI VENEZIA,Tesoriere,",",97
"Associazione Nazionale Combattenti, Federazione Provinciale di Venezia",Piazza S. Marco 52,SEZIONE DI VENEZIA,,",",97
Avvocato Bellini Augusto,Piazza S. Marco 52,SEZIONE DI VENEZIA,Presidente,",",97
Dr. Albi Giuseppe,Piazza S. Marco 52,SEZIONE DI VENEZIA,Direttore,",",97
"Naccari Aldo, Pres. Sez. di Chioggia",Piazza S. Marco 52,SEZIONE DI VENEZIA,Componenti il Consiglio Direttivo,",",97
"Gardin Romeo, Pres. Sez. di Pianiga",Piazza S. Marco 52,SEZIONE DI VENEZIA,Componenti il Consiglio Direttivo,",",97
"Bizzarro Nicola, Sez. di Musile di Piave",Piazza S. Marco 52,SEZIONE DI VENEZIA,Componenti il Consiglio Direttivo,",",97
"Abet Giuseppe, Sez. di Mira",Piazza S. Marco 52,SEZIONE DI VENEZIA,Componenti il Consiglio Direttivo,",",97
"Campagner Francesco, Sez. di Caorle",Piazza S. Marco 52,SEZIONE DI VENEZIA,Componenti il Consiglio Direttivo,",",97
"Levorato Giulio, Sezione di Fiesco d’Artico",Piazza S. Marco 52,SEZIONE DI VENEZIA,Componenti il Consiglio Direttivo,",",97
"Ferrobato Pietro, Sez. di Mestre",Piazza S. Marco 52,SEZIONE DI VENEZIA,Componenti il Consiglio Direttivo,",",97
"Trevisan Bruno, Sez. di Martellago",Piazza S. Marco 52,SEZIONE DI VENEZIA,Componenti il Consiglio Direttivo,",",97
Sandrelli avv. Carlo,Piazza S. Marco 52,SEZIONE DI VENEZIA,Sindaci,",",97
Antuovich rag. Giuseppe,Piazza S. Marco 52,SEZIONE DI VENEZIA,Sindaci,",",97
Lagomarsino rag. Mario,Piazza S. Marco 52,SEZIONE DI VENEZIA,Sindaci,",",97
Bellini avv. Augusto,Piazza S. Marco 52,SEZIONE DI VENEZIA,Presidente,",",97
