Name,Address,Location,Role,Additional Info,page
Chialinà padre Vittore O. M. C.,SAN GIOVANNI EVANGELISTA,,PARROCCHIE E SUCCURALI,Cappellano,90
Facchin mons. cav. Attilio,SAN ROCCO,,PARROCCHIE E SUCCURALI,Cappellano,90
Gianfraceschi mons. dr. Augusto,S. Maria del Carmelo,,PARROCCHIE E SUCCURALI,Parroco,90
D'Este don Mario,S. Maria del Carmelo,,PARROCCHIE E SUCCURALI,Cooperatore,90
Frassinelli don Angelo,S. Maria del Carmelo,,PARROCCHIE E SUCCURALI,Cooperatore,90
Graetti don Marco,S. Maria del Carmelo,,PARROCCHIE E SUCCURALI,Vicario,90
Pessaro don Marco,S. Maria del Giglio,,PARROCCHIE E SUCCURALI,Parroco,90
Barbisan don Antonio,S. Maria del Giglio,,PARROCCHIE E SUCCURALI,Cooperatore,90
Urbani dr. mons. Giovanni,SAN FANTINO,,PARROCCHIE E SUCCURALI,Vicario,90
Ferracina mons. Antonio,S. Maria del Rosario,,PARROCCHIE E SUCCURALI,Parroco,90
Bergamin don Fabiano,S. Maria del Rosario,,PARROCCHIE E SUCCURALI,Vicario,90
Bressan Mons. Ettore,SANTA MARIA DELLA SALUTE,,PARROCCHIE E SUCCURALI,Rettore,90
Vianello mons. cav. Giovanni Battista,S. Maria Formosa,,PARROCCHIE E SUCCURALI,Parroco,90
Sumian don Emilio,S. Maria Formosa,,PARROCCHIE E SUCCURALI,Cooperatore,90
Carrer mons. Giuseppe,San LEONE (SAN LIO),,PARROCCHIE E SUCCURALI,Vicario,90
Gusso mons. Giovanni,San Martino,,PARROCCHIE E SUCCURALI,Parroco,90
Zane don Luigi,San Martino,,PARROCCHIE E SUCCURALI,Cooperatore,90
Puggiotto mons. comm. prof. Giuseppe (Veneta Marina),San Martino,,PARROCCHIE E SUCCURALI,Cappellano,90
Zambelli don Antonio,S. MARIA ASSUNTA (ALLA CA' DI DIO),,PARROCCHIE E SUCCURALI,Rettore,90
