Name,Address,Location,Role,Additional Info,page
Suore Domenicane Infermiere,SS. Apostoli,,PARROCCHIE E SUCCURALI,",",96
Suore Domenicane Imeldine,Campo S. Maria dei Miracoli,,PARROCCHIE E SUCCURALI,",",96
Piccole Figlie di S. Giuseppe,3. Piccole Figlie di S. Giuseppe,,PARROCCHIE E SUCCURALI,(Asilo Tre Ponti),96
Ancelle di Gesù Bambino,4. Ancelle di Gesù Bambino,,PARROCCHIE E SUCCURALI,Istituto Silvestri ai Gesuiti,96
Suore Figlie di Maria Ausiliatrice,Istituto Castello, Casa Auxilium, Lido,", ,",96
Suore di S. Dorotea,Istituto S. Filippo all'Angelo Raffaele - Ospedale di Mestre:Casa di Ricovero di Mestre,,PARROCCHIE E SUCCURALI,",",96
Suore Mantellate,Istituto S. Giuliana a S. Elena - Istituto S. Gioacchino a Mestre -Casa di Cura Folchetia a Mestre,,PARROCCHIE E SUCCURALI,",",96
Suore Missionarie Regina Apostolorum,Calle Vetturi,,PARROCCHIE E SUCCURALI,",",96
Missionarie della Carità di D. Orione,Orfanotrofio « La Fontaine » (Lido) - Istituto Artigianelli - Zattere,,PARROCCHIE E SUCCURALI,",",96
Suore Sacramentine,S. Pietro in Bosco, Oriago-Borbiago,PARROCCHIE E SUCCURALI,",",96
Suore Salesie,11. Suore Salesie,,PARROCCHIE E SUCCURALI,S. Cassiano e Catecumeni,96
Sorelle dei Poveri,12. Sorelle dei Poveri,,PARROCCHIE E SUCCURALI,Istituto alla Ca di Dio,96
Suore Minime dell'Addolorata,Istituto Campostrini - Casa di cura e di educazione femminile (S. M. Elisabetta di Lido),,PARROCCHIE E SUCCURALI,",",96
Suore Francescane di Cristo Re,14. Suore Francescane di Cristo Re,,PARROCCHIE E SUCCURALI,S. Francesco della Vigna e Jesolo,96
Terziarie Francescane Elisabettane,"Casa di Ricovero, Casa di Mendicità. Ospedale dei Cronici: Asilo di Città Giardino a Lido",,PARROCCHIE E SUCCURALI,",",96
Suore Missionarie Francescane di Gemona,16. Suore Missionarie Francescane di Gemona,,PARROCCHIE E SUCCURALI,Alberoni,96
Figlie del Cuor di Gesù,18. Figlie del Cuor di Gesù, via Navarrino,PARROCCHIE E SUCCURALI,", | Lido",96
Suore di S. Paolo,S. Marco,,PARROCCHIE E SUCCURALI,",",96
Finzi cav. uff. Aldo.,"SS. Filippo e Giacomo, Calle Castagna - Ponte Storto",,Commissario,",",96
Cornalci Benedetto,"SS. Filippo e Giacomo, Calle Castagna - Ponte Storto",,Segretario,",",96
Angelo Incelli,S. Marco - Corte delle Ancore 999,,Pastore,",",96
Rev. Ernesto Aysassot Lic. in Teologia,Pal. Cavagnis - S. Maria Formosa 5170,,Pastore,Abitazione ivi.,96
