Name,Address,Location,Category,Additional Info,page,location_cleaned
Soc. Ital. Ernesto Breda,Via XXI Marzo n. 2388,Marghera,Cantieri Navali,Porto Industriale Marghera,193,False
Spolador Arturo e C.,Via XXI Marzo n. 2388,Porto Marghera,Cantieri Navali,V. A. Volta,193,False
S. A. Pubblici Esercizi SAPÉ,"Via XXI Marzo n. 2388, 3935",Marghera,Costruzione e gestione alberghi,"Costruzione e gestione alberghi, | Cà d'Oro",193,False
Società Costruzioni Alberghiere Trasporti e Agricoltura C.A.T.A.,Cannaregio 3026,,Costruzione e gestione alberghi,",",193,True
De Micheli Giuseppe (ditta) e C. Soc. An.,Cannaregio 6268,Marghera,Costruzione meccaniche,",",193,False
Adriamar,S. Marco 2569,,Costruzioni e riparazioni navali,",",193,True
C.O.L.L.I.N.S. di Scarviin Guglielmo,S. Croce 597-B,,Costruzioni e riparazioni navali,",",193,True
Trevisan Emilio,S. Croce 597-B,Giudecca, Fond. Convertite,"755, , Costruzione opere portuali, | Industria Lagnami",193,False
Peco F.lli,"S. Croce 597-B, Via dell'Industria 2",,Costruzioni stradali e ferroviarie,"Costruzioni stradali e ferroviarie, | Mestre",193,True
S. A. Lavorazione Cascami,S. Lio 5598-99,,Cotoni e cascami,",",193,True
Cotonificio Veneziano,Campo della Fava,Marghera,Cotonifici,"Filati e tessuti, Stabilimenti Venezia e Pordenone",193,False
Gramigna Giuseppe,Cannaregio 1883,,Crine vegetali,",",193,True
Perego Antonio,S. Marco 409,,Crine vegetali,",",193,True
F.lli Berengo fu Pietro,Via A. Felisati 70,Mestre,Costruzioni Meccaniche,"Fonderie, Macchine per Armamenti Ferroviari, Gruppi Elettrogeni, Motori a Scoppio, Fonderia Ghisa e Metalli",193,False
Loredan Ing. A. Soc. a.r.l.,Dorsoduro 3540,Marghera,Costruzioni Fabbricati Meccaniche,",",193,False
Nart Ing. Ugo Amedeo,Castello 6447,,Crine vegetali,",",193,True
Oliva e C. s.a.r.l.,"Ponte della Verona, 3672",Marghera,Crine vegetali,",",193,False
"SAN GIORGIO Società Ind. per Az. Genova, Sestri","Ponte della Verona, 3672, 1",Marghera,Crine vegetali,"Agenzia di Padova; Ditta Michele Trapletti, Iniettori per alimentazione di caldaie, Soffiatori a getto di vapore, Aspiratori ad aria e a getto, Scaricatori automatici d'acqua di condensa, Macchinari ausiliari di bordo, Veicoli ferroviari e tranviari, Apparecchi speciali per zuccherifici, distillerie e ricupero solventi | Corso del Popolo",193,False
Creazioni Vallechiara,Piazza S. Marco 141,,Crine vegetali,Tutto per la signora ed il bimbo eleganti,193,True
ZAGO F.LLI,"S. Polo, 1479",Venezia,Crine vegetali,Ritratti autentici - Lavori industriali - Reparto elio-cianografico - vendita materiale fotocinematografico,193,False
