Name,Address,Location,Category,Additional Info,Profession,Role,page,location_cleaned
S. A. Essicazione razionale prodotti agricoli E.R.P.A.,San Marco 4102,ESPERIA,essicazione frutta ed erbaggi,America Travel Servico,illuminazione pubblica,",",459,False
S. A. Fabbrica Italjana Lime,Via Elettricità 12,Marghera,lime e raspe,America Travel Servico,illuminazione pubblica,",",459,False
S. A. Fabbrica Minio,"S. Marco 2516, Murano",,"cotellajuai, arrottini, minio",America Travel Servico,illuminazione pubblica,",",459,True
S. A. Fabbrica Telefero P. Ertter & C.,S. Marco 4390,ESPERIA,biancheria e affini,America Travel Servico,illuminazione pubblica,",",459,False
S. A. Fabbriche Fiammiferi ed affini SAF FA,S Giobbe 165,ESPERIA,fiammiferi,Ufficio commerciale per le Tre Venezie,illuminazione pubblica,",",459,False
S. A. Farmaceia d'Italia,Cannaregio 3823-A,ESPERIA,"aricule sanitari, prodotti farmaceutieci",commo'cio,illuminazione pubblica,",",459,False
S. A. Ferdinando Rizzardo,S. Polo 1518-A,ESPERIA,Industria sur- roggati cffe,America Travel Servico,illuminazione pubblica,",",459,False
S. A. Ferramenta Metalli Utensili S.,"S. Polo 1518-A, Via XX Settembre 10",ESPERIA,Met'e,"articoli casalinghi, ferramenta e metalli | A. F U. M.",illuminazione pubblica,",",459,False
S. A. Ferranti Lorenzo,San Marco 2319,ESPERIA,carbone legna,grosista,illuminazione pubblica,",",459,False
S. A. Ferro Toso Barovier,San Marco 2319,,vetrate artistiche,America Travel Servico,illuminazione pubblica,",",459,True
S. A. Flli Salvadori,San Luca 4022,ESPERIA,spedizioni e trasporti,America Travel Servico,illuminazione pubblica,",",459,False
S. A. Forniture Approvvigionamenti «S. A. F. A. »,S. Marco 3318,ESPERIA,autotrasporti,America Travel Servico,illuminazione pubblica,",",459,False
S. A. Galleria Cesana,"Castello 4391, S. Marco Ponte dei Consorzi",ESPERIA,oggetti artistici,America Travel Servico,illuminazione pubblica,",",459,False
S. A. del Gas di Murano,"Castello 4391, S. Marco Ponte dei Consorzi",,gas (industrie),America Travel Servico,illuminazione pubblica,",",459,True
S. A. Gestione Agenzie Marittime Adriatiche,San Marco 1126,ESPERIA,"agenzia di viaggi e turismo,Cappellont Aldo",America Travel Servico,illuminazione pubblica,",",459,False
S. A. Gestione Autorimesse,S. Marco 1841,ESPERIA,c .i o noleggi,America Travel Servico,illuminazione pubblica,",",459,False
S. A. Gestione Indurtriale Terreni S. A. G. I.,S. Marco 1841,ESPERIA,"agenzia di viaggi e turismo,Cappellont Aldo",America Travel Servico,illuminazione pubblica,",",459,False
S. A. Società Immobiliare,S. Marco 410,ESPERIA,"agenzia di viaggi e turismo,Cappellont Aldo",America Travel Servico,illuminazione pubblica,",",459,False
S. A. Givti T. & C.,S. Luc. 4557,ESPERIA,carbone,importatori e produttori,illuminazione pubblica,",",459,False
S. A. Giurin Umberto & Figli,San Marco 2807,ESPERIA,drogheria,America Travel Servico,illuminazione pubblica,",",459,False
S. A. Gradine,S. Marco 1219,ESPERIA,società di assicurazioni,America Travel Servico,illuminazione pubblica,",",459,False
S. A. Impianti Applicazioni Telefoniche ed Affini,S. M ª ria 6072,ESPERIA,telefoni,America Travel Servico,illuminazione pubblica,",",459,False
S. A. Impresa favori Navali ed affini,San Marco 1475,ESPERIA,pic eletteggio e verniciatura piroscafi,America Travel Servico,illuminazione pubblica,",",459,False
S. A. Industria del Latte,Via Benedetto Marcello 1a,Mestre,latteria,America Travel Servico,illuminazione pubblica,",",459,False
S. A. Industria Nazionale agglomerazioni carboni,Via G. Pepe,Mestre,carbone,importatori e produttori,illuminazione pubblica,",",459,False
S. A. Industria surrogati,Rialto numero 473,ESPERIA,caffè (surrogati),America Travel Servico,illuminazione pubblica,",",459,False
S. A. Infortuni Bocca di Pinz.,"Rialto numero 473, S. Ma n 4057",ESPERIA,Assicurazioni,America Travel Servico,illuminazione pubblica,",",459,False
S. A. Intrenotte Mangeri Adriatica,"Rialto numero 473, S. Ma n 4057",Zatte,"autotrasporti, spedizioni",America Travel Servico,illuminazione pubblica,",",459,False
S. A. Ing. Noryi di Bartoli,"Rialto numero 473, S. Ma n 4057",ESPERIA,"agenzia di viaggi e turismo,Cappellont Aldo","cantiere Menetoo, cantiere navale",D'allefitanni,",",459,False
S. A. Italiana,"Rialto numero 473, S. Ma n 4057",,Perle e Centre,fnd.,Navagero 34,",",459,True
S. A. Jessurun & C.,Castello numero 4310,ESPERIA,merletti e ricami,America Travel Servico,illuminazione pubblica,",",459,False
S. A. La Dlamantiese E.,Campo Marin 1222,ESPERIA,elettromeccanica,America Travel Servico,illuminazione pubblica,",",459,False
"S. A. La Luce » RA ""","Campo Marin 1222, S. Marco, San Sanele #S5",ESPERIA,"elttricità econo, nizatori","Concessionario per le Tre Ve- menez AFE, Amodeo Fuga",illuminazione pubblica,",",459,False
S. A. L.'Area,"Campo Marin 1222, S. Marco, San Sanele #S5",ESPERIA,"agenzia di viaggi e turismo,Cappellont Aldo",America Travel Servico,calzature,"Merceria Capitolio, , ",459,False
"S. A. Latteria Bianchari » SALB ""","Campo Marin 1222, S. Marco, San Sanele #S5",C alle dei Fabbri,latte,produzione e commercio,illuminazione pubblica,",",459,False
S. A. Lavorazione Casearia,San Lio 3988,ESPERIA,contoi e casearia,America Travel Servico,illuminazione pubblica,",",459,False
S. A. Lavorazione Forestali,Campo Manin 1222,ESPERIA,industria bostchiva,America Travel Servico,illuminazione pubblica,",",459,False
S. A. Legname Commercio ed affini SALCA,Campo Manin 1222,Marghera,legnami e pali da costruzione,America Travel Servico,Vijg Elettricità,",",459,False
S. A. Lapetti,Cannaregio 2202,ESPERIA,prodotti farmaceutici,industria,illuminazione pubblica,",",459,False
S. A Linificio Canapificio Nazionale,S. Pro volo 1766,ESPERIA,canapa e lino,tessuti conformi e spaghi,illuminazione pubblica,",",459,False
S. A. Litarnicione Veneta,S. Pro volo 1766,ESPERIA,prodotti e conglomerati,"P. Marghera, Canale Indu strile Ovest",illuminazione pubblica,",",459,False
S. A. Lubrificanti Ernesto Reinaeh,S. Pro volo 1766,ESPERIA,macchine elettriche industriali e motori,lubrificanti,Porto Marghera,",",459,False
S. A. Macchinari e materiali per industrie e costruzioni M. E.M.I.C.,Accademia 1063,ESPERIA,macchine elettriche industriali mooco 1,America Travel Servico,illuminazione pubblica,",",459,False
S. A. Magazzini e Stand o.,"San Luca, S. Felice",ESPERIA,abbigliamento,America Travel Servico,illuminazione pubblica,",",459,False
S. A. Magneti Marelli,"San Luca, S. Felice",ESPERIA,illuminazione trenii,S. FS. SS. Stazione di Venezia,illuminazione pubblica,",",459,False
S. A. Matteria Adriatica,"San Luca, S. Felice",ESPERIA,cereali,grossista e depositol,Porto Marghera,",",459,False
S. A. Metallurerie Lombarda Piemontese,Cann. 3844,ESPERIA,articoli casalinghi,America Travel Servico,illuminazione pubblica,",",459,False
S. A. Miato (Soe. a. R. l.),S. Marco numero 287,ESPERIA,tessuti,America Travel Servico,illuminazione pubblica,",",459,False
S. A. Molli d'Arte Croze,S. Duro 564,ESPERIA,mobili artistici,America Travel Servico,illuminazione pubblica,",",459,False
S. A. Mobiliificio della Brianza,S. Rocco 3138,ESPERIA,mobili,Fab bricie,illuminazione pubblica,",",459,False
S. A. Moha,S. Polo 641,ESPERIA,caffe,torrefazione,illuminazione pubblica,",",459,False
S. A. Officina e Cantieri di Venezia,S. Croce 1924,ESPERIA,cantiere navale,America Travel Servico,illuminazione pubblica,",",459,False
