Name,Address,Location,Category,Additional Info,Profession,Role,page,location_cleaned
Soc. An. Immobiliare Poloni,Cann. 8326,Viale delle Industrie,Società immobiliare,Soc. An. Condizione Immobilit,C.A.I.M.,",",463,False
Soc. An. Immobiliare S. Apollonia S.A.I.S.,Cann. 8326,Viale delle Industrie,Società immobiliare,Soc. An. Condizione Immobilit,C.A.I.M.,",",463,False
Soc. An. Comp.to vendita immobili,Castello numero 5485,,Società immobiliare,Soc. An. Condizione Immobilit,C.A.I.M.,",",463,True
Soc. An. Immobiliare Serenissima,"Mestre, Viale Stazione",Viale delle Industrie,Società immobiliare,compravendita immobili,C.A.I.M.,",",463,False
Soc. An. Immobiliare Setentrionale S.A.I.S.,Castello 666-I°,,Società immobiliare,compr.avendita immobili,C.A.I.M.,",",463,True
Soc. An. Immobiliare Triestina,S. Vidal numero 2847,Viale delle Industrie,Società immobiliare,Soc. An. Condizione Immobilit,C.A.I.M.,",",463,False
Soc. An. Immobiliare Urbana,San Marco 1282,,Società immobiliare,Soc. An. Condizione Immobilit,C.A.I.M.,",",463,True
Soc. An. Immobiliare Veneta,Lido Via Lepanto 21,Viale delle Industrie,Società immobiliare,compr.a.vendita immobili,C.A.I.M.,",",463,False
Soc. An. Industrialé Comuni Organici,"Mestre, Piazza V. Brutszi",Viale delle Industrie,Società industriale,prodotti chimici,C.A.I.M.,",",463,False
Soc. An. Industriale S.A.,San Marco 3870,,Società industriale,auto trasporti,C.A.I.M.,",",463,True
Soc. An. Industrie Fibre Autarchiche,S. Marco 4232,,Società industriale,fibre autarchiche,C.A.I.M.,",",463,True
Soc. An. Industrie Minerarie Italiane,"S. Marco 4232, S. Marco 4090",,Soc. An. d'Acquisto di materiali,Società mineraria | S. A.I.M.I.,Società mineraria immobile,",",463,True
Soc. An. Ind. Vetrari Veneziana a S. Marco,Guido 2516,Viale delle Industrie,Società industriale,Soc. An. Condizione Immobilit,C.A.I.M.,",",463,False
Soc. An. Innocente Maguli Adriatica e S. A.I.M.A.i.,Zattere 1473.A,,Società industriale,"trasporti marittimi, fluviali e terrestri",C.A.I.M.,",",463,True
Soc. An. Investimenti Mobiliari e Immbiliari,S. Marco 3575-L,,Società immobiliare,Soc. An. Condizione Immobilit,C.A.I.M.,",",463,True
"Soc. An. per Investimenti Commerciali S.A. ""SAKE""",San Marco 1130,,Società mobiliare e agricola,Soc. An. Condizione Immobilit,C.A.I.M.,",",463,True
Società An. Italiana Deposito Olii Minerali,San Marco 1130,,Soc. An. d'Acquisto di materiali,Società industriale | S.I.A.D.O.M.,olii minerali,",",463,True
