Name,Address,Location,Category,Additional Info,page
PADOVAN & SORRENTINO di ARTURO SORRENTINO,"Campo S. Geremia 282, Telefono 26-793",Venezia,Vetri,"Soffiera Sanitaria,  Fiale ed Affini,  Vetreria Artistica e Stampata,  Comterie,  Lampadari e Vetri Artistici di Murano,  Vetri in lastra,  Argentatura Specchi,  Collane,  Perle,  Minuterie,  Vetro per Bigiotterie,  Raccogli Sogole e Articoli per dessert,  Lavorazione Fiori in Vetro",314
Salviati e C. (ditta) dei f.lli Camerino,S. Gregorio 195.,Murano,Vetri,"cristalli e specchi,",314
S.A.V.I.A.,"S. Gregorio 195., Campo S. Bernardo 7",Murano,Murano,Michele Sorrentino e C.,314
Seguso Archimede e Barbinì Andrea,Calle del Mistre 18,Murano,Vetri,"cristalli e specchi,",314
Seguso Archlmedo,Venier 34,Murano fdm,Vetri,"cristalli e specchi,",314
Seguso Barovier e C.,Ponte Vivarini 38,Murano,Vetri,"cristalli e specchi,",314
Sett Guglielmo,Ponte Vivarini 38,Murano,Vetri,Fond. Vetrai,314
Sorrentino Arturo di Paddan & Sorrentino,"Campo S. Geremia, 282, Tel. 26-793",Murano,"Vetreria Artistica e Stampata, Soffleria Sanitaria, Fiale ed Afftni, Lampadari e Vetri Artistici di Murano","cristalli e specchi,",314
Michele Sorrentino & C.,"Campo S. Geremia, 282, Tel. 26-793",Murano,S.A.V.I.A.,SOC. ACC. VETRI INDUSTRIALI E ARTISTICI,314
Sorrentìno Michele e C.,Via Baroveri 19,Murano,Vetri,"cristalli e specchi,",314
Società Veneziana Conterie e Cristallerìe,San Marco 81.82,Murano,Vetri,"cristalli e specchi,",314
Toffolo e Bertoni,Via Vivarini 6,Murano,Vetri,"cristalli e specchi,",314
Toffolo Tullìo,Cannaregio 3687,Murano,Vetri,"cristalli e specchi,",314
Toso Alberto e C.,Cannaregio 3687,Murano fdm. Venier II,Vetri,s. a. r. 1.,314
Toso Aureliano,Fond. Radi 24-25,Murano,Vetri,"cristalli e specchi,",314
Toso ltalo,fdm. Vetrai 93-A,Murano,Vetri,"cristalli e specchi,",314
Toso Pietro & C.,fdm. San Giovanni dei Battuti 8,Murano,Vetri,"cristalli e specchi,",314
V.A.M.S.A.,fdm. S. Giovannì dei Battutì 5,Murano,Vetri,"Vetri Artistici Muranesi,  Soc. a. r. l.",314
Varnekc Augusto,S. Marco 4536,Murano,Vetri,"cristalli e specchi,",314
Veninì B. A.,fdm. Vetrai 47,Murano,Vetri,"cristalli e specchi,",314
Vetreria Artistica Antonio Barovler & C.,Cannaregio 985,Murano,Vetri,"cristalli e specchi,",314
Vetreria d'Arte Vistoi Barbinì & C.,fdm. S. Lorenzo 18 A,Murano,Vetri,"cristalli e specchi,",314
Vetrerìa F.lli Ferro,"fdm, Marin 69",Murano,Vetri,"cristalli e specchi,",314
Vetrerìa Vistoi,"fdm, Marin 69, fdm. S. Lorenzo 18",Murano,Murano,"Soprammoblíl d'Arte Plastlca Vetrarla Moderna, Cenlri da tavolo, Lampadarì dì distintione | Barbinl e C.",314
Barbinl e Longega,fdm. Vetrai 6,Murano,Vetri,"cristalli e specchi,",314
AGENZIA P. BORTOLUZZI,"San. Luco, 4182 - Tel. 23.432",Venezia,Vetri,"Affitti Appartamenti,  Compra - Vendita,  Amministrazione di Immobili",314
