Name,Address,Location,Category,Additional Info,page,location_cleaned
Speri E. Laboratorio Camiceria,Cannaregio 1956-60,S. Polo,Camicie da uomo,"PigiamI, Vestaglie da Uomo, Confezioni per Signora, Tel. 25-104; Negozi: S. Marco, Mercerie del Capitello, 4151, Sottoportico delle Acque, 5013, Tel. 22-249",167,False
Nicolaij Ulderico,S. Marco 3415,S. Polo,Canapa e Lino,",",167,False
Stabilimenti per l’Industria della Juta e Canapa,S. Marco 1119,S. Polo,Canapa e Lino,",",167,False
S.A. Linificio Canapificio Nazionale,"Campo S. Provolo, 4706",S. Polo,Canapa e Lino,Tel. 23-927,167,False
Breic Giorgio,Castello 3657-A,S. Polo,Candele,",",167,False
Cattapan Basilio ed Elia Luigi,Via Palazzo 4,Mestre,Candele,",",167,False
Fulin Pietro,Calle Botteri,Cannaregio,Candele,",",167,False
Industria Veneziana Candele Decorative,S. Simeone Calle Lunga 739,S. Polo,Candele,",",167,False
Rossi Speranza,S. Mauro 122,Burano,Candele,",",167,False
Secco Angelo,S. Marco 3729,S. Polo,Candele,",",167,False
Venchierutti Antonio e Figli,Cannaregio 2639,S. Polo,Candele,",",167,False
Amadi Antonio,Vin Pontenelle 33,,Candele,",",167,True
"Azienda Lagunare fluviale, adriatica A.I.",Vin Pontenelle 33,S. Polo," ""Cantieri Navali""",",",167,False
"F.A.S., De Rossi e C.",Castello 2143,S. Polo,Cantieri Navali,",",167,False
Bardelle Carlo e C.,S. Croce 360A,S. Polo,Cantieri Navali,",",167,False
Bovo Giovanni,Terranova 99,Burano,Cantieri Navali,",",167,False
"Cantiere Celeste Soccol, Costruzioni Navali","Cannaregio, Abbazia, 3547",S. Polo,Cantieri Navali,Tel. 25-307,167,False
"Cantieri Celli, Costruzioni Navali, da Diporto, Sportive e da Guerra","S. Elena, 1",S. Polo,Cantieri Navali,Tel. 24-962; 27-911,167,False
Cantiere Cinti,Giudecca 10,S. Polo,Cantieri Navali,",",167,False
ZAGO F.LLI,"S. Polo, 1479",S. Polo,Cantieri Navali,"Ritratti artistici - Lavori industriali - Reparto elio-cinografico - vendita materiale fotocinematografico, Tel. 24-396",167,False
duse.,Via XXII Marzo n. 2288,S. Polo,Cantieri Navali,"SCHEDARI - MOBILI PER UFFICIO - MACCHINE CONTABILI - MACCHINE PER SCRIVERE - DUPLICATORI - ACCESSORI, Telefono n. 25-889",167,False
