Name,Address,Location,Category,Additional Info,page,location_cleaned
Borgato Sorelle,S. Marco 4862,,Abbigliamento per bambini e ragazzi,,133,True
Il bimbo elegante di Libera Zucco,"Mercerie Capitello, 4862",Lido,Abbigliamento per bambini e ragazzi,,133,False
Bampa Giovanni,S. Marco 757,,Abiti confezionati,,133,True
Bellotto Vittorio,"S. Marco, 4884",,Abiti confezionati,,133,True
Borgato Sorelle,"S. Marco, 4862",,Abiti confezionati,,133,True
Bronzini Gegia,S. Marco 142,,Abiti confezionati,,133,True
Buttaro Alessandro,"S. Marco 142, S. Marco 5237",,Abiti confezionati,,133,True
Cerielo Giovanni,Castello 4275,,Abiti confezionati,,133,True
Ferrero,"Castello 4275, S. Marco 741-43",,Abiti confezionati,,133,True
Gasparini Giovanni,Zulian 708,Lido,Abiti confezionati,"Confezioni per uomo, Camicerie, Maglierie, Mercerie-s, Telef. 20-693",133,False
Martini Fulvia di Pietro,"S. Marco, Ponte dei le Ostreghe, 2427-28",,Abiti confezionati,"già Filiale Sarcheria Ravennate, Tel. 24-886",133,True
Mode e Confezioni,Ascensione 1256,Lido,Abiti confezionati,Soc. per Az. Succ. Deguillaume,133,False
S. A. “Casa dell’Abbigliamento,Via 2 Aprile 904,Lido,Abiti confezionati,,133,False
Schostal di Segala Adele Dina,"San Marco 504, A",,Abiti confezionati,,133,True
Zignol Napoleone,Cannaregio 5066 C,,Abiti confezionati,,133,True
La Rinnovatrice Abiti s. a. s. I.,"S. Stefano, 2988",,Abiti riparazioni,,133,True
Caldera Efso,"Mestre, Via Piave, 47",Lido,Accessori per auto e lubrificanti,Autorimessa « Roma »,133,False
Soc. An. Gestione Autorimesse,"S. Marco, 181",,Accessori per auto e lubrificanti,,133,True
S.I.R.I.,"San Moisè, 1477",Lido,Accessori per imballaggio,"concessionaria « Poggi », Tutti gli accessori per imballaggio ; Macchine tendireggetta, Reggetta, Fissandizzirici, Involridatrici, Etichettatrici, Incollatrici, Stampi, Suggelli, ecc. Tel. 22-677",133,False
S.I.R.I.,"Via Piave, 62",Mestre,Accessori per imballaggio,,133,False
S.I.R.I.,Corso Vitt. Em. 1203,Chioggia,Accessori per imballaggio,,133,False
Mazzon Ermengildo,S. Marco 3681,,Acciai,,133,True
Nazionale Cogne,"S. Marco 3681, S. Croce 767",,Acciai,Società per Azioni,133,True
Salvo Rag. Giuseppe,"S. Marina, 6107",Lido,Acciai,Telefono 27-682,133,False
Deola Luigi,"Cannaregio, 1669",,Accordatori pianoforti,,133,True
Guetta Dino,"S. Apostoli, 4496",,Accordatori pianoforti,,133,True
Società Edison,"Cannaregio, 3632 B",,Accumulatóri,,133,True
Vernier Pietro,"Cannaregio, 6301",Lido,Accumulatóri,ditta,133,False
Casano G. B.,"Via Giustizia, 18",Mestre,Aceto,"fabbriche,",133,False
Ginolla e C.,"S. Giacomo, 204",Giudecca,Aceto,"fabbriche,",133,False
Iacchin G.,"Castello, 5899",,Aceto,"fabbriche,",133,True
Visconti Giuseppe,"S. Croce, 415 B int. 27",,Acqua di colonia,"fabbriche,",133,True
R.R. Padri Carmelitani Scalzi,"Fondamenta degli Scalzi, 54",Mestre,Acqua di melissa,"fabbriche,",133,False
Compagnia Generale delle Acque per l’Estero,S. Benedetto 3381,Mestre,Acqua potabile,"forniture di,",133,False
Böhm Osvaldo,"S. Moisè, 1347",Mestre,Acquarelli e fotografie,"forniture di,",133,False
Ongania Amedeo fu Ferd.,S. Marco 66-67,,Acquarelli e fotografie,"forniture di,",133,True
Zini Francesco e Gino,"S. Marco, 1291 B",,Acquarelli e fotografie,"forniture di,",133,True
Broglio Ant. Eug.,Castello 6257 A,,Acque gassate,"forniture di,",133,True
Brugnolo Ernesto,"Castello, 2713",,Acque gassate,"forniture di,",133,True
Busetto Giov.,"Castello, 2713",,Acque gassate,"Accad, dei Nobili Lindiceca",133,True
Cappellettto Leo (Ditta),"Via Doge D. Michele, 16",Lido,Acque gassate,"forniture di,",133,False
Cavicchiolo cav. Francesco,"S. Antonin 347,1",Lido,Acque gassate,"forniture di,",133,False
