Name,Address,Location,Role,Profession,Additional Info,page
Rettore: P. Ernesto Rizzi S. J.,"General Curia: Roma, Borgo S. Spirito 5",Istituto Padri Camilliani,Pietro Apostolo,Torcello,",",95
P. Domenico Fenucchi,"General Curia: Roma, Borgo S. Spirito 5",,Pietro Apostolo,Torcello,",",95
P. Aurelio Andreata,"General Curia: Roma, Borgo S. Spirito 5",Church: S. Agnese,Preposito generale,"Scuole ginnasiali e Liceo classico, Istituto tecnico industriale",",",95
Sac. Giulio Marconi,"General Curia: Roma, Borgo S. Spirito 5",Cannaregio fond. S. Girolamo,Direttore,"Istituto Coletti con scuole per meccanici, falegnami-calzolai",",",95
D. Luigi Montuschi,"Patronato Leone XIII, Castello",Cannaregio fond. S. Girolamo,Direttore,Torcello,",",95
Rettore Maggiore: D. Luigi Montuschi,"Residenza del Rettore Maggiore: Torino, via Cottolengo, 32",Cannaregio fond. S. Girolamo,Pietro Apostolo,Torcello,",",95
Don Carlo Sterpi,"Residenza del Rettore Maggiore: Torino, via Cottolengo, 32","Founder: Don Luigi Orione, Headquarters: Tortona (Piemonte)",Superiore Generale,Torcello,",",95
cav. don Luigi Piccardo,"Residenza del Rettore Maggiore: Torino, via Cottolengo, 32","Founder: Don Luigi Orione, Headquarters: Tortona (Piemonte)",Direttore,Torcello,Amministrazione dello Comune di Assistenza di Venezia,95
Don Giuseppe Callegaro,"Residenza del Rettore Maggiore: Torino, via Cottolengo, 32","Founder: Don Luigi Orione, Headquarters: Tortona (Piemonte)",Direttore,Scuole di Avviamento Professionale tipo industriale,"Istituto Artigianelli S. Girolamo Emiliani, Venezia",95
Don Renato,"Residenza del Rettore Maggiore: Torino, via Cottolengo, 32","Founder: Don Luigi Orione, Headquarters: Tortona (Piemonte)",Direttore,Scuole Elementari,"Scuole professionali di avviamento industriale per allievi fabbri-meccanici, | Istituto Beato Meschin Daniele Manin",95
Francesco Malin,"Residenza del Rettore Maggiore: Torino, via Cottolengo, 32","Founder: Don Luigi Orione, Headquarters: Tortona (Piemonte)",direttore,Torcello,Patronato Pio IX,95
P. Giovanni Zuccolo,"Residenza del Rettore Maggiore: Torino, via Cottolengo, 32",,Preposito Generale,Torcello,",",95
Agostiniane,"Residenza del Rettore Maggiore: Torino, via Cottolengo, 32",Mira Porte,Pietro Apostolo,Torcello,",",95
Ancelle Missionarie,"Residenza del Rettore Maggiore: Torino, via Cottolengo, 32",S. Cristoforo,Pietro Apostolo,Torcello,",",95
Ancelle della Carità,Casa di cura a San Cassiano,FAMIGLIE RELIGIOSE FEMMINILI,Pietro Apostolo,Torcello,",",95
Canossiane,Casa di cura a San Cassiano,FAMIGLIE RELIGIOSE FEMMINILI,Pietro Apostolo,Torcello,"con convitto per alunne delle elementari e magistrali, | Casa principale a S. Alvise",95
Case filiali,Casa di cura a San Cassiano,FAMIGLIE RELIGIOSE FEMMINILI,Pietro Apostolo,Torcello,"con convitto per alunne delle magistrali, | Eremite",95
Case filiali,Casa di cura a San Cassiano,FAMIGLIE RELIGIOSE FEMMINILI,Pietro Apostolo,Torcello,S. Antonino,95
Istituto dell'Infanzia Abbandonata,Isola della Giudecca,FAMIGLIE RELIGIOSE FEMMINILI,Pietro Apostolo,Torcello,",",95
Istituto dell'Infanzia Abbandonata,Isola della Giudecca,FAMIGLIE RELIGIOSE FEMMINILI,Pietro Apostolo,Torcello,Malamocco,95
Istituto dell'Infanzia Abbandonata,Mestre Via Piave,FAMIGLIE RELIGIOSE FEMMINILI,Pietro Apostolo,Torcello,",",95
Cappuccine,Mestre Via Piave,FAMIGLIE RELIGIOSE FEMMINILI,Pietro Apostolo,Torcello,"S. Raffaele Arc, fondamente dei Cereri",95
Carmelitane Scalze,San Alvise,FAMIGLIE RELIGIOSE FEMMINILI,Pietro Apostolo,Torcello,",",95
Clarisse Sacramentine,Clarisse della SS. Trinità,FAMIGLIE RELIGIOSE FEMMINILI,Pietro Apostolo,Torcello,S. Chiara,95
Religiose del Sacro Cuore,Clarisse della SS. Trinità,FAMIGLIE RELIGIOSE FEMMINILI,Pietro Apostolo,Torcello,"Convitto per alunne nei vari corsi, | S. Geremia",95
Suore Maestre di S. Dorotea,"Cannare,lo, Calle Chioveretta",FAMIGLIE RELIGIOSE FEMMINILI,Pietro Apostolo,Torcello,"Convitto per alunne, scuole elementari e normali, ",95
Suore Maestre di S. Dorotea,Castello,FAMIGLIE RELIGIOSE FEMMINILI,Pietro Apostolo,Torcello,",",95
Suore Maestre di S. Dorotea,Castello,FAMIGLIE RELIGIOSE FEMMINILI,Pietro Apostolo,Torcello,Murano,95
Suore Maestre di S. Dorotea,Carpenedo di Mestre,FAMIGLIE RELIGIOSE FEMMINILI,Pietro Apostolo,Torcello,",",95
Figlie della Carità di S. Vincenzo de' Pauli,Ospedale di Mirano a S. Anna,FAMIGLIE RELIGIOSE FEMMINILI,Pietro Apostolo,Torcello,",",95
Figlie del Sacro Cuore,Ospedale di Mirano a S. Anna,FAMIGLIE RELIGIOSE FEMMINILI,Pietro Apostolo,Torcello,Istituto Canal al Pigneto,95
Figlie del Cuore di Gesu,Ospedale di Mirano a S. Anna,FAMIGLIE RELIGIOSE FEMMINILI,Pietro Apostolo,Torcello,Lido,95
