Name,Address,Location,Category,Additional Info,page,location_cleaned
Arrivabene Leonardo,S. Silvestro 1364,,Trasporti marittimi con motanavi e motovelieri,Torroni,305,True
Ausiliaro (l') Internazionale,"""S. Marco, 2554 (Fond. Fenice)""",,Trasporti marittimi con motanavi e motovelieri,"Organizzazione Trasporti di qualsiasi tipo, , ",305,True
Azienda Barche Cisterna (A.B.C.),"""S. Marco, 2554 (Fond. Fenice)""",Venezia,Trasporti marittimi e fluviali,Torroni,305,False
Compagnia Veneziana di Navigazione S. A.,S. Marco 3555,,Trasporti marittimi con motanavi e motovelieri,Torroni,305,True
Dalla Pasqua Mario,Riva del Carbon 4842,Mestre,Trasporti marittimi con motanavi e motovelieri,Torroni,305,False
Azienda Lagunare Fluviale Adriatica ALFAS,Castello 2143,Mestre,Trasporti marittimi con motanavi e motovelieri,De Rossi e C.,305,False
Azienda Petroliera Italiana A.P. I.,S. Marco 1612,,Esercizio," Noleggio,  Gestione Navi",305,True
Ditta Carlo Fiuto fu Matteo,S. Marco 1341,,Trasporti marittimi con motanavi e motovelieri,Torroni,305,True
Docks Cotoni,Calle della Fava 5589,Venezia,Trasporti marittimi con motanavi e motovelieri,", Sbarchi,  Imbarchi,  Spedizioni,  Assistenze e Controlli Autotrasporto,  Immagazzinamenti,  Agenzia Marittima",305,False
Farinato Pietro e nipote,Zattere 1491,,Trasporti marittimi con motanavi e motovelieri,Torroni,305,True
Franzon Luigi Leone Soc. An.,"Fond. S. Severo, 5004",Mestre,Trasporti marittimi con motanavi e motovelieri,Torroni,305,False
Fuggetta Luigi,Riva del Carbon 4640,Mestre,Trasporti marittimi con motanavi e motovelieri,Torroni,305,False
Glezzo Erminio,v. del Sale 41,Mestre,Trasporti marittimi con motanavi e motovelieri,Torroni,305,False
Gondrand Fratelli,"S. Stefano, Palazzo Morsini 2803",,Trasporti marittimi con motanavi e motovelieri,Soc. Naz. di Trasporti Succ. di Venezia,305,True
La Artigiana Trasporti di Busetto Attilio e C.,"S. Elena, Via Gorizia 6",Mestre,Trasporti marittimi con motanavi e motovelieri,Torroni,305,False
Marangoni Gianni,A. Marco 553,,Trasporti marittimi con motanavi e motovelieri,tel. 22-534 (furgoni orario) 24-938,305,True
Marzollo Carlo e Figlio,S. Polo 1022,,Trasporti marittimi con motanavi e motovelieri,Torroni,305,True
Baradel Egidio e C.,San Moisé 2053,Mestre,Trasporti marittimi con motanavi e motovelieri,Torroni,305,False
Boldrin & Masin,"Salizzada S. Pantalon, 132",,Trasporti marittimi con motanavi e motovelieri,Tel. 25-101,305,True
Bonato e Bisotto,S. Marco 1074,,Trasporti marittimi con motanavi e motovelieri,Torroni,305,True
Borghi & Orsoli,"d. Duro, 2525",,Trasporti marittimi con motanavi e motovelieri,"Casa di Spedizioni,  Trasporto Internazionali e Deposito",305,True
Casa di Spedizioni l. Barbon & C.,Campo S. Maria del Giglio 2460-82,,Trasporti marittimi con motanavi e motovelieri,"Autotrasporti,  Traslochi,  Spedizioni,  Commissioni",305,True
Cantiere Celeste Soccol,"Cannaregio ; Abbazia, 3547",,Trasporti marittimi con motanavi e motovelieri,"Trasporti Postali,  Carcerari,  ecc.",305,True
Capogrosso Rodolfo e C.,S. Polo 3088,,Trasporti marittimi con motanavi e motovelieri,Torroni,305,True
Casa di Spedizioni G. Zennaro,Calle Fuseri 4366,Mestre,Trasporti marittimi con motanavi e motovelieri,Torroni,305,False
C.I.T.I.,Calle Fuseri 4366,Mestre,Compagnia Italiana Trasporti Internazionali,Filiale di Venezia,305,False
Merzario Andrea S. A.,Calle Fuseri 4366,Mestre,San Luca Corte Contarini del Bovolo," Castoro,  Tel. 23.148,  25.948. Spedizioni Terrestri Marittime o Fluviali per l’Interno o per l’Estero",305,False
Salvadori Fratelli Soc. An.,S. Marco 4022,,Trasporti marittimi con motanavi e motovelieri,Torroni,305,True
Salvagno Gino Egildo,"S. Marco, 1483",,Trasporti marittimi con motanavi e motovelieri,Anonima di Navigazione,305,True
S.A.N.F.E.M.,"Castello 9, Filippo e Giacomo, 4483",,Trasporti marittimi con motanavi e motovelieri,Società addetta alla navigazione fluviale marittima a s. I,305,True
S.A.T.A.M.,"S. Marco, 1343B",,Trasporti marittimi con motanavi e motovelieri,Torroni,305,True
S.A.T.T.I.S.,"S. Marco, 1343B",,Società Adriatica Trasporti Turismo Imbarchi, Sbarchi,305,True
Ufficio Viaggi e Turismo,"S. Moisè, 1474",Mestre,Trasporti marittimi con motanavi e motovelieri,"Trasporti Internazionali Marittimi,  Terrestri,  Aerei,  Spedizioni I. N. T.",305,False
Officina Riparazioni Macchine per scrivere,"Venezia - Via XXII Marzo, 2288",Mestre,Trasporti marittimi con motanavi e motovelieri,duse.,305,False
