Name,Address,Location,Category,Additional Info,page
FRATELLI RAGAZZI,"Rive del Carbon 4799, Telef. 23-291",VENEZIA,MANIFATTURA VETRI - CRISTALLI - SPECCHI,"cristalli e specchi,",315
FRATELLI RAGAZZI,"Fdm. Venier 32, Telef. 29-133",MURANO,MANIFATTURA VETRI - CRISTALLI - SPECCHI,"cristalli e specchi,",315
FRATELLI RAGAZZI,"Via A. Legn. 19, Telef. 200",FAENZA,MANIFATTURA VETRI - CRISTALLI - SPECCHI,"cristalli e specchi,",315
Ditta G. Checchin & C.,"Fabbrica: Tolentini, fdm. Rio Nuovo, 3493, Negozio: S. Giovanni Grisostomo, 5787",Mestre,MANIFATTURA VETRI - CRISTALLI - SPECCHI,"Vetri,  cristalli e specchi",315
Moretti Ulderico e C.,"Fabbrica: Tolentini, fdm. Rio Nuovo, 3493, Negozio: S. Giovanni Grisostomo, 5787",Murano Fondamenta Cavour,MANIFATTURA VETRI - CRISTALLI - SPECCHI,"cristalli e specchi,",315
Nason e Moretti,Calle Bertolini 21,Murano,MANIFATTURA VETRI - CRISTALLI - SPECCHI,"cristalli e specchi,",315
Ragazzi F.lli,fdm. Manin 78,Murano,MANIFATTURA VETRI - CRISTALLI - SPECCHI,"cristalli e specchi,",315
S.A.I.R.,fdm. Manin 78,Murano,MANIFATTURA VETRI - CRISTALLI - SPECCHI,"cristalli e specchi,",315
V.A.M.S.A.,fdm. S. Giovanni dei Battuti 5,Murano,MANIFATTURA VETRI - CRISTALLI - SPECCHI,"cristalli e specchi,",315
Vetrital S. A.,Giudecca 463,Mestre,MANIFATTURA VETRI - CRISTALLI - SPECCHI,commercio e lavorazione,315
Aldrighetti Luigi,Cannaregio 5871,Mestre,MANIFATTURA VETRI - CRISTALLI - SPECCHI,"cristalli e specchi,",315
Checchin G. e C.,"S. Giovanni Grisostomo, 5787",Mestre,MANIFATTURA VETRI - CRISTALLI - SPECCHI,"cristalli e specchi,",315
Dissegna Giuseppe,S. Polo 773-A,Mestre,MANIFATTURA VETRI - CRISTALLI - SPECCHI,"cristalli e specchi,",315
Ditta Sandri,"Campo Manin, San Marco, 4254, Tel. 24-564",Mestre,MANIFATTURA VETRI - CRISTALLI - SPECCHI,"Vetri,  Specchi,  Cristalli,  Quadei,  Laboratorio Cornici ed Affini",315
Doleatto Attilio,"Salizada S. Lio 5077, Tel. 26-923",Mestre,MANIFATTURA VETRI - CRISTALLI - SPECCHI,"Vetri,  Specchi,  Cristalli,  Cornici d'ogni stile,  Paraumani,  Lampadari,  Lumiere,  Lacche,  Dorature,  Assortimento articoli per regalo",315
Macinatore Silvio,"Lido, Vg. Lepanto 8 C.",Mestre,MANIFATTURA VETRI - CRISTALLI - SPECCHI,"cristalli e specchi,",315
Maffioli Giuseppe,"P. Marghera, Via Volta 1",Mestre,MANIFATTURA VETRI - CRISTALLI - SPECCHI,"cristalli e specchi,",315
Menin Aniello Antonio,Cannaregio 4821,Mestre,MANIFATTURA VETRI - CRISTALLI - SPECCHI,"cristalli e specchi,",315
Nason Cav. Vincenzo,Cannaregio 4821,Murano loc. Serenella,MANIFATTURA VETRI - CRISTALLI - SPECCHI,"cristalli e specchi,",315
Pagnacco Giovanni,S. Marco 231,Mestre,MANIFATTURA VETRI - CRISTALLI - SPECCHI,"cristalli e specchi,",315
Pauly e C.,"Castello 4391, A. S. Marco Ponte dei Consorzi",Mestre,MANIFATTURA VETRI - CRISTALLI - SPECCHI,"cristalli e specchi,",315
Ragazzi F.lli,"Riva del Carbon, 4789-90",Mestre,MANIFATTURA VETRI - CRISTALLI - SPECCHI,"cristalli e specchi,",315
Recco Antonio,"Dorsoduro, 3754",Mestre,MANIFATTURA VETRI - CRISTALLI - SPECCHI,"cristalli e specchi,",315
Seguso Maria,fdm. Vetrai 8 B,Murano,MANIFATTURA VETRI - CRISTALLI - SPECCHI,"cristalli e specchi,",315
Sent Guglielmo,fdm. Vetrai 8-B,Murano,MANIFATTURA VETRI - CRISTALLI - SPECCHI,"cristalli e specchi,",315
Tucchetto Angelo,Ruga Giuffè 4852,Mestre,MANIFATTURA VETRI - CRISTALLI - SPECCHI,"cristalli e specchi,",315
Valle Natale,"S. Leonardo, Rio Terrà Farsetti 1463, A.",Mestre,MANIFATTURA VETRI - CRISTALLI - SPECCHI,"cristalli e specchi,",315
Venini S. A.,San Marco 314-5672,Mestre,MANIFATTURA VETRI - CRISTALLI - SPECCHI,"cristalli e specchi,",315
Vetrocoke,San Marco 314-5672,P. Marghera,MANIFATTURA VETRI - CRISTALLI - SPECCHI,"cristalli e specchi,",315
Volpato A.,"D. Duro 3295, Tel. 27-836",Mestre,MANIFATTURA VETRI - CRISTALLI - SPECCHI,"Grossista Vetri,  Articoli Casalinghi",315
Wahersich,S. Geremia 99,Mestre,MANIFATTURA VETRI - CRISTALLI - SPECCHI,"cristalli e specchi,",315
Barbini Guglielmo,fdm Vetrai 6,Murano,Vetri decorati,"cristalli e specchi,",315
Fuga Angiolo e F.lli,"Fond. Vetral, 64, Telefono 29-170",Murano,Vetri decorati,Vetri Decorati e Vetrate istoriate,315
Maffioli Giuseppe,"Fond. Vetral, 64, Telefono 29-170",S. A. Porto Marghera,Vetri decorati,"cristalli e specchi,",315
Pinzoni Giuseppe,Castello 6816,Mestre,Vetri decorati,"cristalli e specchi,",315
Ragazzi F.lli,S. Marco 4789,Mestre,Vetri decorati,"cristalli e specchi,",315
S.A.I.R.,fond. Manin 78,Murano,Vetri decorati,"cristalli e specchi,",315
Vitrum Murano Venezia,fond. Manin 78,Murano,Vetri decorati,Soc. a r. l.,315
Maschio,"fdm. Navagero, 54",Murano,Industria Vetraria,"cristalli e specchi,",315
Toso Campagnol Bon,fdm. Radi 14 B,Murano,Vetri diffusi,"cristalli e specchi,",315
Moretti Ulderico e C.,fdm. Radi 14 B,Murano,Vetri diffusi,fdm. Cavour,315
Toso Campagnol Bon,fdm. Radi 14B,Murano,Vetri diffusi,"cristalli e specchi,",315
Barbini & Longega,Tel. 29-182,Murano,Vetri incisi,Vetri e Specchi Incisi,315
Barbini Guglielmo,fdm. Vetrai 6,Murano,Vetri incisi,"cristalli e specchi,",315
Moleria Mainardi,c. Bernardo 4-A,Murano,Vetri incisi,"cristalli e specchi,",315
Onga-Romeo,Castello 6427,Mestre,Vetri incisi,"cristalli e specchi,",315
S.A.I.L.L.R.,fdm. Manin 78,Murano,Studio Ars et Labor Industrie Riunite,"cristalli e specchi,",315
S.L.A.C.,fdm. Manin 78,Murano,Vetri incisi,Soc. Lavorazione Vetri e Cristalli,315
Varisco e C.,calle Conterie 6,Murano,Vetri incisi,"cristalli e specchi,",315
Ceochinato Angelo,"Via Circonvallazione, 3 Telef. 50-819",Mestre,Vetri industriali,"Vetri per Applicazioni Tecniche,  Industriali,  sanitarie",315
Moretti Ulderico e C.,"Fond. S. Giovanni dei Battuti, 47, Tel. 29-064 e Fond. Cavour, 17 Tel. 29-128",Murano,Vetri industriali,"Fabbrica vetri diffusori d'ogni colore e tipo,  Bacchette,  Tubuli,  Vetri per termometri industriali e da febbre",315
Vetrital S. A.,"Giudecca 463, Telefono 20260",VENEZIA,Vetri industriali,Pavimentazione Rivestimenti Musivi Vetrosi,315
duse.,"Giudecca 463, Telefono 20260, VENEZIA - Via XXII Marzo, 2288 - Telefono 25-889",Mestre,Vetri industriali,Schedari - Mobili per Ufficio - Macchine Contabili - Macchine per Scrivere - Duplicatori - Accessori,315
