matched_lat,matched_lon,n_entries,n_unique_addresses,representative_address,single_address_only
45.4275657,12.321626,124,2,"Palazzi Foscari, Giustinian e Rio Nuovo, Anagrafi: 3226, 3232 e 3881",False
45.43504572347985,12.335518712649638,124,2,"Calle Larga San Marco, Ponte Consori 4392.B",False
45.4326886,12.3318999,78,1,"Palazzo del Governo - S. Maurizio, fondamenta Zaguri 2662",True
45.4307884,12.3260267,71,8,San Trovaso,False
45.4346959808007,12.336053939073016,69,53,S. Marco 1757,False
45.43583129430079,12.333414297425046,63,2,San Luca 4041,False
45.43919236791097,12.335370469330044,58,3,Rialto numero 199,False
45.43586223833015,12.33773517830171,56,49,S. Marco 756,False
45.4328432,12.3298398,55,6,Palazzo Loredan,False
45.437679,12.3368108,54,18,CAMPO S. BARTOLOMEO N. 5379,False
45.43518683143428,12.334061639857394,51,19,S. Marco 4232,False
45.4345479,12.3398218,46,11,BASILICA PATRIARCALE PRIMARIZIALE METROPOLITANA DI S. MARCO EVANGELISTA,False
45.43365213151085,12.339276389513364,43,37,"S. Marco 5019, Lido, S. M. Elisabetta 14.A.",False
45.433739925557376,12.33853538993374,41,7,"Piazza San Marco, Procuratie Nuove n. 52",False
45.4359348,12.3324406,40,2,"San Stae, Palazzo Tron",False
45.526,12.203,40,1,TRIBUNALE DIOCESANO E METROPOLITANO,True
45.433611,12.337222,39,2,Sezione di Venezia - (ex Palazzo Reale),False
45.44409103741242,12.325095065034384,39,3,Cann. 1249,False
45.44364788701757,12.32598192992309,37,35,"Castello 1513, Cannaregio 4871",False
45.434752494549784,12.33854573986131,35,16,San Marco 181-A,False
45.4310715,12.352603,35,2,Riva del sette Martiri,False
45.4286325,12.330488,35,4,Accademia di Belle Arti e Liceo Artistico,False
45.4392531,12.3421993,35,16,"Riva Schiavoni, Succ. n. 2",False
45.4353372,12.3344385,33,21,Campo Manin,False
45.4354,12.3387,32,1,San Lio. calle delle Bande,True
45.4367016,12.3352261,31,1,S. Luca - Calle Bembo,True
45.43540779135305,12.340214840511615,30,2,Calle Larga S. Marco 383,False
45.42863999109012,12.3302353210817,30,2,"Dorsoduro, Fondamenta delle Zattere allo Spirito Santo numero 423",False
45.4407929,12.3214558,30,1,Fondamenta S. Lucia,True
45.433338648007656,12.336921502870362,29,4,S. Marco. Ascensione 1300 - tel. 22-373,False
45.435633648644504,12.335255599310528,29,1,S. Marco 4270,True
45.43929551225898,12.330056551214412,29,1,"Accademia di Belle Arti e Liceo Artistico, Fond. Arsenale 2162-C, S. Croce numero 328-B",True
45.43312110019173,12.336789262038083,29,7,"San Marco, 1341",False
45.43502151419727,12.334422191584798,28,1,"San Luca, clle. Locande, 4299",True
45.43246091771751,12.337157111629724,27,8,S. Marco 1322,False
45.435351563582834,12.339931878594538,26,6,Calle Larga S. Marco 410,False
45.4392192,12.3411897,26,2,Campo SS. Giovanni e Paolo,False
45.43528558413896,12.339784640272434,25,2,Calle Larga S. Marco 374,False
45.4365087,12.3442665,25,3,S. Lorenzo 5126,False
45.4345941,12.3430275,24,2,Campo San Zaccaria,False
45.437584262012926,12.331460711144237,24,9,"S. POLO, 1479",False
45.43885293460647,12.334614569968496,23,1,Palazzo Dieci Savi - Sottop.ri di Rialto 50,True
45.4342108,12.340592,23,2,Palazzo Ducale,False
45.4313662,12.3280919,23,7,Accademia numero 1057,False
45.43681657074004,12.33512865884585,22,6,"San Marco, calle Bembo 4785",False
45.43288532528131,12.330533864949462,21,8,"Presso Ditta Gudnard, S. Stefano 2803",False
45.4368846,12.3361736,21,2,Campo S. Salvador,False
45.43379960804019,12.332033258742271,21,7,S. Marco 3555,False
45.2607,12.2003,21,1,Via Manin,True
45.4372262,12.337083,20,2,Calle Stagneri 5238,False
45.4375614,12.3385856,20,4,TRIBUNALE DIOCESANO E METROPOLITANO,False
45.43317540314104,12.333231375767811,20,7,S. Marco 2554,False
45.4336541,12.347001,20,12,Riva Schiavoni 4158,False
45.4393783150476,12.33508583673029,20,2,"Rialto, Campo Cesare Battisti 186",False
45.4334527587634,12.336541399000613,20,4,S. Marco 1497,False
45.4369482,12.3252669,20,16,S. Rocco dietro la chiesa dei Frari,False
45.4322598,12.3531181,20,13,Via Garibaldi 1812,False
45.44512618188233,12.329120614999129,19,1,Cannareggio 2692,True
45.43611543708676,12.33475225047547,19,2,S. Luca 4187,False
45.43587419924708,12.33511253442411,18,7,S. Luca 4590,False
45.436416563394495,12.333374743047658,18,6,S. Luca 4090,False
45.4338383353568,12.331973342959746,18,3,"Ponte dei Frati, S. Angelo N. 3553",False
45.4330868,12.3361666,18,16,- SAN MOISÈ,False
45.442176,12.3234952,18,15,Lista di Spagna 122,False
45.43710076708939,12.331543984343464,18,9,"Palazzo Papadopoli, S. Silvestro n. 1364",False
45.43719941555865,12.33365471537797,18,4,"Address:""S. Silvestro Riva del Vin 1098""",False
45.4404915,12.3367442,17,7,SS. Apostoli,False
45.43695381986712,12.327208249946883,17,4,San Polo 2999,False
45.43826628271637,12.335065107878956,17,2,S. Polo 524,False
45.4449817,12.3204024,17,16," ""S. Giobbe 924 - Venezia""",False
45.4338799,12.3342682,17,16,S. Fantin. 2004,False
45.43450363021309,12.33620505905708,17,4,S. Marco 1130,False
45.434271648908826,12.334914914947884,17,14,"Vie Garibaldi 1828, S. Croce 1239 A, S. Croce 37, S. Croce 1899, S. Polo 1474, S. Marco 1505 A",False
45.433766,12.333982,16,1,Via XXII Marzo n. 2834,True
45.43441623425729,12.336493878738812,16,7,S. Marco 1165.B,False
45.43326976509787,12.335961692368135,16,7,S. Marco 1470,False
45.433125140880335,12.348905636282884,16,1,"SS. Giovanni e Paolo, Castello 2181",True
45.4401107,12.3386335,16,11,S. Canciano 5503,False
45.436288495159005,12.33534557602561,16,7,S. Luca 4607,False
45.4362236,12.3340339,15,2,"Palazzo Farsetti, p. III",False
45.43748424601135,12.331488308121076,15,6,S. Polo 1478,False
45.438741715354105,12.342963861066911,15,2,S.S. Giovanni e Paolo 6691,False
45.43584343625279,12.334244191767214,15,6,San Marco 4102,False
45.435239012731024,12.330603297709525,15,6,S. Angelo 3870,False
45.434250408006115,12.332316523778996,15,2,Campo S. Angelo 3584,False
45.42853508945884,12.332636685018274,14,2,Zattere 269,False
45.4365630989707,12.335381297463554,14,5,"S. Luca, Calle Bembo 4779",False
45.43255897944311,12.333098869688412,14,6,S. Marco 2516,False
45.43718455218541,12.33630966180062,14,5,S. Marco 5074,False
45.43462463126664,12.34513119212528,14,4,"S. Zaccaria, calle della Pietà 3701",False
45.43778659871449,12.329324425484623,14,7,Campo S. Polo 2128,False
45.438218602047876,12.3399885266033,14,2,Castello 6108,False
45.4328097,12.3300846,14,1,Campo S. Stefano,True
45.4332253141333,12.335707551384267,13,3,"S. Marco, 1463",False
45.4410952,12.3309843,13,1,"Palazzo Giovanelli, Santa Fosca 2292",True
45.43200104585448,12.332896718722816,13,10,"San Marco, 2474",False
45.43561806507067,12.339969478917483,13,3,S. Marco 403,False
45.43081015955399,12.331071688915172,13,2,Dorsoduro 715,False
45.43624013515933,12.348573736136128,13,2,Castello 2684,False
45.43452587913062,12.336169273319136,13,3,S. Marco 1126,False
45.43964591582192,12.329273857705614,13,1,S. Croce 2006,True
45.4367478,12.3344025,13,11,Riva del Carbon 4172,False
45.43585281994933,12.335480435582522,13,7,Campo S. Luca 4557,False
45.43437743469593,12.347330709671152,13,10,"Murano fdm. Angeli, Castello 3785",False
45.4398985,12.3206317,12,1,Fondamenta S. Lucia,True
45.43161256057416,12.327761663550897,12,4,S. Vio Calle Gambarara numero 1023,False
45.43802273857681,12.333014831835076,12,10,"Rialto Rughetta Ravano, 1052-53",False
