Provincia,Section,Role_or_Profession,Name,Address,page
LUCCHESIA,UFFICI AMMINISTRATIVI,Conciliazione,Meneghelli dr. Paolo,,531
LUCCHESIA,UFFICI AMMINISTRATIVI,Vice Conc.,Busto Vincenzo,,531
LUCCHESIA,UFFICI PUBBLICI,Ufficio P.,S. Mestre,,531
LUCCHESIA,UFFICI PUBBLICI,Carabinieri,Scorzè,,531
LUCCHESIA,UFFICI PUBBLICI,Ufficio Ipoteche,Venezia,,531
LUCCHESIA,UFFICI PUBBLICI,Ufficio Registro,Mirano,,531
LUCCHESIA,UFFICI PUBBLICI,Ufficio delle Imposte,Mirano,,531
LUCCHESIA,UFFICI PUBBLICI,Ufficio Postale,Martellago,,531
LUCCHESIA,UFFICI PUBBLICI,Ufficio Telegrafico,Martellago,,531
LUCCHESIA,UFFICI PUBBLICI,Telefono Pubblico,Martellago, Maestro,,531
LUCCHESIA,UFFICI PUBBLICI,Parroci,Barbiero Don Giuseppe,,531
LUCCHESIA,UFFICI PUBBLICI,Parroci,Fedalto Don Vittorio,,531
MEOLO,UFFICI AMMINISTRATIVI,Sindaco,Zanin Erminio,,531
