Name,Address,Location,Category,Additional Info,page
Ferrigolo Ruggero,Via G. Carducci 1,Mestre,Combustibili Fossili e Vegetali,Forniture a Vagonate,188
S.A. Commerci Automobilistici,"Porto Marghera, Via F.lli Bandiera.",Murano,Commerci automobilistici,e liquidi,188
Piarotto A.,Via G. Gozzi,Mestre,Compensati,e liquidi,188
A.I.A. Azienda Immobiliare Anonima,San Marco 4267.A,Murano,Compra - vendita Immobili,e liquidi,188
Bassanini Società per Imprese di Costruzioni,San Marco 4267.A,Marghera,Compra - vendita Immobili,e liquidi,188
Beni Immobili Gestione Agricole,San Marco 4010,Murano,Compra - vendita Immobili,e liquidi,188
Compagnia Italiana Fondiaria C.I.F.,San Marco 1322,Murano,Compra - vendita Immobili,e liquidi,188
Conduzione Immobili Rustici Urbani Soc.,"Aocc, C.I.R.U.S.A., San Elena 11",Murano,Compra - vendita Immobili,e liquidi,188
Cooperativa Agricola fra Coltivatori Diretti,"Aocc, C.I.R.U.S.A., San Elena 11",Burano Treporti,Compra - vendita Immobili,e liquidi,188
Cooperativa Case Operaie per impiegati della Cassa di Risparmio di Venezia,San Marco 4216,Murano,Compra - vendita Immobili,e liquidi,188
"Cooperativa Edile Luigi Passoni.""S. Elena"," Castello 7-9""",Murano,Compra - vendita Immobili,"Compra - vendita Immobili, ",188
Costruzioni Edilizie Manzoli e C. Soc. in Acc.,"Castello 7-9"", S. Marco 3870",Murano,Compra - vendita Immobili,"Compra - vendita Immobili, | Sempl.",188
Ente Immobiliare Anonima F. I. A.,Cannareggio 6073-74,Murano,Compra - vendita Immobili,e liquidi,188
Fiduciaria Gestioni,S. Marco 1126,Murano,Compra - vendita Immobili,e liquidi,188
Fonderie di Marghera Soc. per az.,Marghera Via della Plà,Murano,Compra - vendita Immobili,e liquidi,188
Fonderia Alvisopoli S. A.,S. Marco 4292,Murano,Compra - vendita Immobili,e liquidi,188
Impieghi Conduzioni Immobiliari e Mobiliari Soc. per az.,S. Marco 4292,Murano,Compra - vendita Immobili,e liquidi,188
Imprese Marittime e Immobiliari I.M.E.I.,San Polo 1364,Murano,Compra - vendita Immobili,e liquidi,188
La Castellana Immobiliare Soc. per az.,San Marco 2215,Murano,Compra - vendita Immobili,e liquidi,188
Luciani F.lli Soc. in Acc. sempl.,"S. Marco, 4090",Murano,Compra - vendita Immobili,e liquidi,188
Pan Soc. An. Immobiliare,S. Marco 4232,Murano,Compra - vendita Immobili,e liquidi,188
Rialto Soc. An. Immobiliare Mobiliare,San Marco 1126,Murano,Compra - vendita Immobili,e liquidi,188
Sagim Soc. a R. l.,S. Polo 1976 A,Murano,Compra - vendita Immobili,e liquidi,188
Salvagno Anonima di Navigazione Soc. An.,Marco 2215,Murano,Compra - vendita Immobili,e liquidi,188
Società Agricola Valli Immobili,S. Marco 410,Murano,Compra - vendita Immobili,e liquidi,188
Soc. An. Benj Stabili e terreni S. A. B. S. E. T.;,San Marco 1269,Murano,Compra - vendita Immobili,e liquidi,188
S. An. Cavaletto e Doge Orseolo,S. Marco 1107A,Murano,Compra - vendita Immobili,e liquidi,188
Soc. An. Cooperativa Carlo Delcroix,San Marco 520,Murano,Compra - vendita Immobili,e liquidi,188
Soc. An. Coop. fra mutilati e invalidi di guerra per la costruzione di Case economiche,"Mestre, Via Palazzo 6",Murano,Compra - vendita Immobili,e liquidi,188
Soc. An,"Mestre, Via Palazzo 6, Dorsoduro 715",Murano,Compra - vendita Immobili,"Compra - vendita Immobili, | Filanda di Crespano",188
Soc. An. Gestione Amministrazione Immobili,San Marco 1322,Murano,Compra - vendita Immobili,e liquidi,188
Soc. An. Gestione Immobiliari S.A.I.E.M.,San Polo 1206,Murano,Compra - vendita Immobili,e liquidi,188
Soc. An. Immobiliare Codecori,S. Marco 1083,Murano,Compra - vendita Immobili,e liquidi,188
Soc. An. Immobiliare Edilizia S.A.I.E.,San Marco 4267 A,Murano,Compra - vendita Immobili,e liquidi,188
Soc. An. Immobiliare Maronich,Cannaregio 2373-79,Murano,Compra - vendita Immobili,e liquidi,188
Soc. An. Immobiliare Millecampi S.A.I.M.,"San Polo, 1364",Murano,Compra - vendita Immobili,e liquidi,188
Soc. An. Immobilia-e e Mobiliiara S.A.I.E.,S. Polo 1206,Murano,Compra - vendita Immobili,e liquidi,188
Soc. An. in Roveto,San Marco 4267 A,Murano,Compra - vendita Immobili,e liquidi,188
Soc. An. Immobiliare S. Apollonia S.A.I.S.,Castello 4293,Murano,Compra - vendita Immobili,e liquidi,188
COMPENSATI IMPIALLACCIATURE FAESITE e AFFINI DITTA A. PIAROTTO,VIA G. GOZZI (ai piedi del cavalcavia per Venezia),Murano,Compensati,e liquidi,188
AGENZIA P. BORTOLUZZI,VIA G. GOZZI (ai piedi del cavalcavia per Venezia),Venezia,Compra - vendita Immobili,"AFFITTI APPARTAMENTI vuoti e ammobiliati, San Luca, 4152 a - Tel. 29-432",188
