Name,Address,Location,Category,Additional Info,page
Officina Elettromeccanica," ""San Lio Castello 5326""",Lido,Motori," ""Impianti Elettrici Industriali e Domestici,  Riparazioni Motori a Scopplo in genere,  Massima garanzia""",255
Toppo Adriano," ""Castello 2684""",Lido,Motori," ""Addizionatrici,  Calcolatrici,  Macchine Contabili,  Agricole,  Utensili,  Enologiche,  da Scrivere,  ecc.""",255
Cantieri S.A.I.N.O.M. S.A industrie navali," ""Cannaregio 3027 c.""",Lido,Motori marini,Category: Morocicli,255
FIAT," ""Ufficio di Venezia S. Marco 181""",Lido,Motori marini,Category: Morocicli,255
"SAN GIORGIO Società Ind. per Az. Genova, Sestri","""Ufficio di Venezia S. Marco 181""",Lido,Motori marini," ""Agenzia di Padova: Ditta Michele Trapeletti,  Corso del Popolo,  1,  Telefono 24-587. Motori Diesel ad Iniezione meccanica per impianti fissi e marini,  Motori a gasogeno""",255
Soc. Ital.,"""Ufficio di Venezia S. Marco 181"""," ""Cantieri Navali"," Porto Industriale Marghera""","""Marghera"",  ""Motori marini"",  ""Telef. 50.387-88 Direzione Venezia S. Samuele (palazzo Stucky),  Telef. 26.329; 26, 336"" | Ernesto Breda",255
Ba-era C.," ""Merceria Capitello 4948""",Lido,Musica,Category: Morocicli,255
Ettore Broc co del Rag. Giuseppe Brocco,"""Campo della Guerra 510, 11A""",Lido,Musica," ,  ""Tel. 24.585""",255
Gasparini Mario," ""S. Marco 4943""",Lido,Musica,Category: Morocicli,255
Azienda Generale Italiana Petroli AGIP," ""Marghera Casella Postale 42"""," ""Marghera""",Nafta,Category: Morocicli,255
Commercio Nafta S.A.," ""S. Marco 4232""",Lido,Nafta,Category: Morocicli,255
,"""S. Marco 4232"""," ""Porto Marghera""",Naftalina,Category: Morocicli,255
G. Donaggio & Figli," ""Castello 2142""",Lido,Nailon," ""Nailon per Legnz,  Esclusivisti per il Veneto,  Tel. 26-633""",255
Pistellato Giovanni," ""Carpenedo Via Rigo I""",Lido,Nastri di fibra,Category: Morocicli,255
Adriatica Ligure Anonima per le imprese Marittime," ""S. Marco 3555""",Lido,Navi," ""Compravendita""",255
Impiegli Conduzioni Immobiliari e Mobilia ri," ""San Marco 2569""",Lido,Navi,Category: Morocicli,255
Investimenti Marittimi Soc. An.," ""S. Marco 181 A""",Lido,Navi,Category: Morocicli,255
Italnave,"""S. Marco 181 A""", A Pietropul li e C.," ""S. Marco 3555""",",  , | Soc. di Navigazione",255
Navei e Vele d'Italia. S.A," ""S. Marco 3715""",Lido,Navi,Category: Morocicli,255
Navital Soc. An.," ""S. Marco 4232""",Lido,Navi,Category: Morocicli,255
I Rainieri Salvatore," ""S. Marco 2013""",Lido,Navi,Category: Morocicli,255
Soc. An. per Investimenti Commerciali," ""S. Marco 1130""",Lido,Navi,Category: Morocicli,255
Baso,"""S. Marco 1130"""," ""Marghera Porto"""," ""Marghera""",", | Morando cav. Angelo",255
Bottenghi,"""S. Marco 1130"", Soc. per Az. S. Marco 181""",Lido,Navi (demolizione),", | ""CO. RI. SA",255
Fabris Livio," ""Mestre Via Vallon 14"""," ""Mestre""",Navi (demolizione),Category: Morocicli,255
Imprese Demolizioni Navi di Alessio Folla doro,"""Mestre Via Vallon 14"""," ""Marghera""",Navi (demolizione),"""Marghera""",255
Navalcost,"""Mestre Via Vallon 14"""," Sant'Elena""",Navi (demolizione),", | ""Soc. a.r.l.",255
Salvegno An. di Navigazione Soc. per Az.," ""San Marco 1463""",Lido,Navi (demolizione),Category: Morocicli,255
Soc. An. Veneta Metalli ed Affini,"""San Marco 1463"", Via Galvani 20""",Lido," ""Marghera""",", | ""Marghera",255
Soc. An. Veneta Rimorchia tori SA.VE.RI," ""S. Marco 3555""",Lido,Navi (demolizione),Category: Morocicli,255
Franzoj Edoardo," ""Cannaregio 3879""",Lido,Navi in cemento,Category: Morocicli,255
Padoan Vincenzo," ""Cannaregio 1005""",Lido,Navi in cemento,Category: Morocicli,255
Cantieri Navali Adriatici," ""S. Marco 2309""",Lido,Navi in legno,Category: Morocicli,255
Cantiere Magagnini & C.," ""Castello 644""",Lido,Navi in legno,Category: Morocicli,255
Carraro Pietro D.," ""D. Duro 2242""",Lido,Navi in legno,Category: Morocicli,255
Cantiere F.ll i Astolfo," ""Murano Fond. Navagero 67"""," ""Murano""",Navi in legno,Category: Morocicli,255
Motovele d'Italia," ""Pellestrina Sestiere Busetti 1""",Lido,Navi in legno,Category: Morocicli,255
Ala Italiana," ""Aeroporto Nicelli S. Nicolò di Lido""",Lido,Navigazione aerea,Category: Morocicli,255
Consorzio Fluviale Marittimo Padano," ""San Polo 2839""",Lido,Navigazione fluviale,Category: Morocicli,255
S.A.N.F.E.M.," ""SS Filippo Giacomo 4483""",Lido,Navigazione fluviale,Category: Morocicli,255
Soc. An. Cooperativa Mantovana del Bar cari,"""SS Filippo Giacomo 4483"", San Marco 913""",Lido,Navigazione fluviale,"""Tel. 25-754"" | ""Navigazione Fluviale",255
Azienda Comunale Navigazione Interna La gunare « ACNIL »," ""S. Angelo 3880""",Lido,Navigazione lagunare,Category: Morocicli,255
